Notes,Lab Status,label
Found this guy on our street when I was walking my dogs in the morning. It was dead.,Negative ID,0
"I think what I have is a wasp of some sort, but im not 100% sure.",Negative ID,0
It is about an inch and a half long. It was attacking another bee and wouldn't let go. It doesn't look orange though but is very big.,Negative ID,0
Lots of holes in ground...one or two of these flying around. This found dead.,Negative ID,0
Found this alive on a railroad tie right by a bee nest.,Negative ID,0
"On Friday, May 1st, a sighting was made of a bee that was abnormally large in size. When it was discovered, it had an exceptionally long black stinger, ranging from half an inch to one inch. It was first believed to be a really large bumble bee, until ar",Negative ID,0
"Larger than the local wasps/yellowjackets/hornets, distinctly more orange. Wasn’t moving fast, possibly temperature related, or stunned by vehicle.",Negative ID,0
Looked about 1.5 to 2 inches long,Negative ID,0
"Unknown, saw spider wrapping in his web",Negative ID,0
Hornet was trapped under oudoor skylight. A sprayed it and it imediately flew away.,Negative ID,0
"Saw a large wasp, likely 2 inches long... maybe a bit bigger.",Negative ID,0
Big hornet. Believe to be Asian and we still have dead specimen.,Negative ID,0
Saved it for you : if you want it,Negative ID,0
"They were with a lot of pollinator bees, they seemed to be feeding off the pollin as well, or flying from flower to flower.",Negative ID,0
"Found on driveway.  Not sure if this is one of the murder hornets, however it is not one that we have seen before.",Negative ID,0
Hornet was swatted and was cut in half. Doesn’t appear like picture but maybe the male looks different? Appears to have two stingers.,Negative ID,0
"Saw a possible hornets, they look like the picture I sent.",Negative ID,0
Not sure if this is a bald faced hornet but its huge!!,Negative ID,0
I saw this at my house in Vancouver Wa (98663) and am 99% sure it was one due to the size and orange head. I couldn’t get a pick as they would fly towards me when I got close. We think we killed one (sprayed with carb cleaner) and then put granulated c,Negative ID,0
Dead in my pool filter 1.5 inches in length,Negative ID,0
Found on inside wall of a greenhouse,Negative ID,0
Murder Hornet? Large hornet-looking creature came into backyard garden area. Usual bees seemed agitated. I have never seen this creature before.,Negative ID,0
Found on a float near our pool,Negative ID,0
Please let me know what this thing is,Negative ID,0
possible attracted by freshly cut and split fir tree,Negative ID,0
"Not sure if this qualifies, but this one and several others were seen in Odessa, Wa.",Negative ID,0
"found just south of Port Orchard.  Captured sample, but amputated abdomen in the process.",Negative ID,0
I have had four of these I think. They are large with an orange head and dig holes in the dirt and make a burrow. I have killed as many as ten last summer.,Negative ID,0
Currently trapped between my window and screen alive.,Negative ID,0
It was in my raised garden bed and seemed slow moving until I killed it.  It was huge and angry.  Not sure why it was in my raised garden bed weeds.,Negative ID,0
Seen south of Issaquah near Mirrormont. About one inch long.,Negative ID,0
Saw this thing when I entered my car headed to wall and Francis to pick up my son from school,Negative ID,0
"I didn’t want to get very close, but this was a very large thing with orange coloring. It was investigating my parsley flowers, and I was alerted to its presence by the audible buzz as it flew. I was shocked by its size, which I estimate at 1.5” long",Negative ID,0
It's dead on sidewalk by Discovery elementary school in Milton,Negative ID,0
Saw what we thought may have been a murder hornet.  Feel free to contact me,Negative ID,0
"I saw this on a car I was working on in Lynnwood. Coincidentally,  my neighbor in Mukilteo called this evening asking if I knew anything about these same insects that were crawling around in his yard.",Negative ID,0
Flying in yard going flower to flower,Negative ID,0
Digs a small hole in ground about 1/2 inch deep and flies around it kind of aggressively.,Negative ID,0
Dive-bombed us in our pool. Hit it with a water noodle. Please let us know if it is a Murder Hornet or not.,Negative ID,0
This is the 3rd giant hornet I have seen  I smashed one twice this size of this one I just captured alive,Negative ID,0
I first saw it from in the House and thought it was a hummingbird because of it's size and how it moved. It chased all of the honeybees away from the flowers. I think it is to skinny to be the Asian Hornet? I have never seen one anywhere close to this bi,Negative ID,0
Apologies in advance if I’m wasting your time. I’ve never observed a wasp nest before in all my hikes. I wouldn’t have bothered until I saw a Asian giant hornet trap at the top of the hike. I’ve read that they build their nest mostly underground.,Negative ID,0
Larger than other kinds here. Haven't seen this kind here before.,Negative ID,0
Could not fly and passed soon after we spotted it,Negative ID,0
"Pretty certain this is a bald face hornet, I'd say 1.5 inches long",Negative ID,0
Its alive. And it huge! Black and orange. With long stinger,Negative ID,0
"I saw this insect on the beach of the nooksack River, it was huge, I thought it was a spider at first...",Negative ID,0
Flew in to veh SR14 in the Roosevelt area,Negative ID,0
Think it’s just a fuzzy bee but husband was wondering if baby murder hornet?,Negative ID,0
I saw one dead on the ground and one alive flying around. There were also what I believe yellow jackets flying around in the same area,Negative ID,0
"landed on deck and killed it.  Not sure if this is one of the murder hornets, but biggest bee looking creature we've ever seen",Negative ID,0
This thing is alive in a jar and massive. I have NEVER in my life seen something this huge! Was found in the pool,Negative ID,0
Single insect in our garden,Negative ID,0
Seems a little falling apart and looks like it’s been dead a while. Can’t tell if it’s always been black or has darkened. Around 1” in length,Negative ID,0
"We were sitting on our outside porch and this hornet fell from above our covered porch. I immediately stood up and smashed it, since it started to aggressively fly around. I noticed the distinct orange color and haven’t one this big or this color aroun",Negative ID,0
Don’t know what specie this is - yellow-faced,Negative ID,0
Captured burrowing in dirt under plant.,Negative ID,0
Very large with a long stinger out the back,Negative ID,0
"Underground nest on school yard next to covered basketball court, large 1 inch+ long hornets",Negative ID,0
"Found dead on the sidewalk around Klahanie Neighborhood, Sammamish, WA",Negative ID,0
"It dug and burrowed into the dirt on a gravel road/walkway near the pond, by the oak tree.",Negative ID,0
He seemed like he had just hatched and couldn't fly cause of wet wings. I was able to catch him.,Negative ID,0
"Found in my shop. About an inch long, Black Wings, Big Jaws. Can send a photo if desired. Swatted the guy and I can't find him anymore.",Negative ID,0
This bee is large and unusual. Not sure if it’s the murder hornet but I haven’t seen one this size before,Negative ID,0
Not sure but Im thinking not.,Negative ID,0
I stepped in it and put it in a ziplock bag,Negative ID,0
Estimate length to be 1.5 inches. More yellow color than orange.,Negative ID,0
Largest I have ever seen. Believe we saw another a bit later but it flew away. Was by our pool deck. Over an inch long,Negative ID,0
Not sure if this is one or not...,Negative ID,0
"Location: Downtown Seattle near Pike Place Market on residential condo rooftop. Approx 1.5"" long. After doing some research, this is probably a Golden Digger Hornet (?) but I had NEVER seen anything like it. It was not aggressive towards the other bees.",Negative ID,0
New pollinator to the farm,Negative ID,0
About 1-1.5” - was flying alone. Could be a wasp but I’ve never seen one this big,Negative ID,0
There were many of them around plant bush in my front yard.,Negative ID,0
"2 inches long, in a wooded backyard. I have a video too if you want it. That’s where I took this still shot from.",Negative ID,0
"2 large (2”) orange with black rings flying fro area being weededbin neighbors yard. Very aggressive, tried to get a picture but the wee in the dry grass and hard to see in the photo",Negative ID,0
Found dead in front porch,Negative ID,0
Couldn’t capture a good picture but it was about 1.5 inch long and matched the images of the deadly hornet on this site.,Negative ID,0
It's alive and about an inch and a half long,Negative ID,0
building nest in neighbors table umbrella,Negative ID,0
I have seen more than one of these in the bushes in my front yard!,Negative ID,0
Looks like elm sawfly - found on property - moving sluggish,Negative ID,0
We caught it and have it in a jar and it's still alive,Negative ID,0
Not sure what it was...took picture,Negative ID,0
I think it may be an Elm Sawfly but thought I would report it to be sure,Negative ID,0
swimming in pool still alive with us. Alerted maintenance crew or security. Not sure if it was one or not bit unlike any we have seen,Negative ID,0
"I don't know what it was, but I was pretty frightened.",Negative ID,0
i may have found a dead asian giant hornet in my pond.,Negative ID,0
Spotted in my backyard in Dupont.  Could only get an inflight picture.,Negative ID,0
Have kept in plastic bag,Negative ID,0
Pic is hard to see but saw this last weekend also.  Found on tree limb we had cut down. My husband killed it accidentally. Not sure what it is but thought I'd ask.,Negative ID,0
Like an inch and a half long. Looks a little different but cant seem to find another like it.,Negative ID,0
In my car window still alive in a bottle now please call ASAP,Negative ID,0
Found dying on ground outside my garage,Negative ID,0
Big and a loud flying bug,Negative ID,0
"A wasp we have never seen at Ice Harbor dam. It doesn't quite look like the asian hornet, but we're not sure. Two long stingers on it. Or pigeon tail wasp?",Negative ID,0
Flying with grasshopper & looking for hole entrance by concrete wall,Negative ID,0
Came to visit parents noticed a colony of these insects swarming their garden. They are not aggressive but are making honeycombs through out the property.,Negative ID,0
"long body over an inch long, black body with a little yellow.  Not a massive head",Negative ID,0
Not sure if this is one but it is one of the biggest types of these insects ive seen.,Negative ID,0
Sending video of potential murder hornet,Negative ID,0
"Caught one yesterday around 3 pm and saw another around 5 but couldn’t catch that one in time. Located in Everett, WA",Negative ID,0
"noticed this nest in a tree on our walk. Down a dead end in our neighborhood, not sure what type of nest it is. Just wanted to share in case.",Negative ID,0
"It flew into our windshield while driving. Not sure it's a murder hornet but was about 1"" long plus stinger with similar markings.",Negative ID,0
Semi aggressive. It at least seemed very interested in us. Caught it in a jar.,Negative ID,0
Found dead in our back yard,Negative ID,0
"Building a nest in a evergreen bush in Brush Prairie, Wa.",Negative ID,0
"Many of the insects were swarming around my blooming spearmint. Not bothered by my presence, but they are larger than any I've seen before.",Negative ID,0
Just crawling on the ground.,Negative ID,0
Found dead on my deck - see photos:  ,Negative ID,0
Not sure if this Asian hornet or sawfly just thought I would submit anyway,Negative ID,0
Red color with white dot on back,Negative ID,0
It was in our back yard on our Oregano pot,Negative ID,0
Literally chased me,Negative ID,0
"Very big. On our flowers, we cut the flower off into a pot and the hornet is now trapped. duct tape over lid.",Negative ID,0
Green Lake,Negative ID,0
Bremerton Wa.,Negative ID,0
This was in Yakima WA At Borton Fruit,Negative ID,0
Found in wooded area near our house,Negative ID,0
"Noticed what appeared to be an Asian Giant Hornet on the pedestrian bridge above the Skagit River at Trail of the Cedars park in Newhalem, Washington around Noon today. not sure whether it was alive (it looked to be resting). When I walked past the spot",Negative ID,0
"We are camping in Odlin county park, on Lopez island. We have seen 2 very large wasp/hornets. Or neighbors suggested reporting. I am sorry I did not keep the first example, from Wednesday 2nd September. The next sighting was today 9/5/20. I will attach p",Negative ID,0
"1"" long, unusual colors",Negative ID,0
Spotted a few,Negative ID,0
I have a security camera on the back deck of my home. T picked up this video that looks very much like the the Asian Hornet but I could be wrong so I am attaching the video from my canera,Negative ID,0
"We have several dozen of these in our yard. They disappear into small holes in the ground. They are about 1.5 inches in size. Don't appear to be the Asian killer hornet, but seems rare. Wondering whether we should be worried. We have small dogs in the ya",Negative ID,0
Found under the hood of the vehicle dead.,Negative ID,0
foud at my house.,Negative ID,0
It was big and it was mad,Negative ID,0
In the middle of a sidewalk slab on an arterial road,Negative ID,0
I was under a pear tree in our yard and heard buzzing above then two massive Hornets fell out of the tree onto th ground and were like fighting or something and then tr hey flew away.,Negative ID,0
All black at least two inches long with visible stinger. Seen twice two years ago in same location. Single hornet chewing on wood fencing 10-14ft from Creek with dense blackberries along most of the Creek.,Negative ID,0
Giant aggressive flying insect has been attacking doorbell camera for hours.,Negative ID,0
"Looks more like a wasp to me, but I’ve never seen one with distinct orange legs and half orange half black abdomen . See attached pictures",Negative ID,0
While doing yard work insect try to land on me twice.,Negative ID,0
Looks like a dead Asian Hornet on the Charles street stairs and Lakeside Blvd.,Negative ID,0
Photos don’t do justice on the size,Negative ID,0
It dive me bombed me at Stratford WA,Negative ID,0
landed on a camping chair,Negative ID,0
We found this hornet on the side of Hwy 11 outside of the 100 Acre Wood park in Bellingham.,Negative ID,0
"I felt something hit my left arm, I swatted blindly with right hand, I hit it, it was hovering out in front of me and I hit it to the ground with my hand and then hit in the head with a small tool!",Negative ID,0
This thing was huge (more than 2”) and it was digging in the dirt,Negative ID,0
We have been seeing this bee for sometime now,Negative ID,0
"Was about 1 1/2"" long, big head and orange in color",Negative ID,0
"Large approximately 1 1/2 to 2 inches long. Yellow  and black, big stinger.",Negative ID,0
It landed on my windshield at my house. I took pics. I did not kill it.,Negative ID,0
It was attacking bees eating by it,Negative ID,0
"It's almost 2"" long.",Negative ID,0
"Found dead in the grass, do not think it's an Asian hornet as looks more black in the back and maybe not big enough.  But this is an unusual looking hornet so we thought we should do a report.",Negative ID,0
On rodendendron in yard. May be bald faced hornet,Negative ID,0
This looks like one but I’m not 100% sure. I was waiting in my car at the Shell gas station in Bellevue and it landed on my car. This is a still from a video I took.,Negative ID,0
Found our property in Walla Walla.,Negative ID,0
It didn’t have the striped markings but was huge enough that my son called my attention to it from outside.,Negative ID,0
Caught it on our pool cover,Negative ID,0
It is big and aggressive!!,Negative ID,0
Large hornet with huge stinger,Negative ID,0
Insect was very aggressive and seemed to repeatedly fly towards my head after being swatted away,Negative ID,0
giant bee landed near me.  I stepped on it.,Negative ID,0
About 1.5,Negative ID,0
Hopefully you’re able to see the video I’ve included. I saw this possible Asian hornet killing another type of bee and pick it up and fly off with it. It was quite a bit bigger than the other insect and it’s wings had a slightly golden shine to the,Negative ID,0
Doesn't really match any photos. So here it is,Negative ID,0
Found this at loon lake,Negative ID,0
Found on log. Doesn’t look healthy. Didn’t try to fly away.,Negative ID,0
found at my home on my sidewalk,Negative ID,0
Found in our washer which is in our garage as we were moving clothes from washer to the dryer.,Negative ID,0
I thought this wasp was a cricket at first. I have a 5second video that might be clearer if unable to identify.,Negative ID,0
I was walking into my house and saw it on the walkway and grass area.,Negative ID,0
I have one captured. There are quite a few that seem to be burrowing into the ground or raiding something else living there.,Negative ID,0
"Size and overall configuration match known parameters; however, coloration does not fully match given description.",Negative ID,0
We have captured a very large hornet that was in our house it is still alive under glass,Negative ID,0
It was in my house.  I trapped it against a window.  Now it is dead.,Negative ID,0
found insect walking on paved garden pathway.  I captured and froze the wasp/hornetos9 I could get good picsd,Negative ID,0
This was dead in my garden & just want to make sure of identification of specie.,Negative ID,0
This was flying around my neighbors house it had a loud buzzing sound when it was flying. I don't know for sure if this is one of those Giant Asian Hornets.,Negative ID,0
It was th biggest bee I have ever seen. I took a really crappy picture of it. The Word THE in the sign is approximately 4 inches.,Negative ID,0
It doesn’t have a yellow face but seems large for a yellow jacket. It’s about 1.3 inches,Negative ID,0
Probably not one of the ones you're looking for but the biggest wasp I've seen around here. Sorry the picture isn't great but it was active and I didn't want to get any closer.,Negative ID,0
"I was watering my garden and saw the biggest ""wasp"" I have ever seen.  I tried to take a picture but it kept flying towards me. It was about 1 and 1/2 inches long with a black bottom and the wings faded from a light to dark color. Head was huge as well.",Negative ID,0
7-Aug-20,Negative ID,0
Was watering plants and saw this thing fly by me and land on plant next to me. It appears same size and shape as murder hornet but maybe not same color.  If not murder hornet then dont know what it is. Would still like to know what it is. Never seen that,Negative ID,0
I have this bald faced hornet live in a jar with air holes,Negative ID,0
"About 1.5"" long possible murder hornet. Not sure. Or large queen hornet of some sort. Have it still in a jar.",Negative ID,0
My husband shot it with a BB gun here’s half of it,Negative ID,0
Please let me know if this is one. I live in Ferndale WA,Negative ID,0
caught in spiderweb on the garage door.,Negative ID,0
This hornet was very aggressive.,Negative ID,0
Found nearly lifeless in yard. Haven’t seen a creature like this around here before.,Negative ID,0
Found dead in parking area,Negative ID,0
"I saw an enormous hornet flying, and when it landed on a nearby rock, I went to see what it looked like. It was carrying another bee/wasp/hornet and eating it.",Negative ID,0
Found on milkman road. Langley washington,Negative ID,0
was around smaller bees like the pic attached but flew off before i could take a pic of it,Negative ID,0
For in my pool,Negative ID,0
"It's caught in a spider web but is 2 inches long, has a stinger, and looks exactly like the photos of the Asian ""murder hornet""",Negative ID,0
"Not sure what this is, is it the hornet",Negative ID,0
This is a still shot from an Arlo video,Negative ID,0
Chambers Bay Golf Course,Negative ID,0
We killed it,Negative ID,0
"yellow antennae and ¾"" long black stinger",Negative ID,0
Was eating a spider on our deck. I have more photos if needed.,Negative ID,0
Found at our front door. Curious what it is.,Negative ID,0
Circling low at waterfront,Negative ID,0
Is much bigger than other bees and dark brown/orange with yellow stripes.,Negative ID,0
"We are in Umatilla National Forest, in a semi-wooded area",Negative ID,0
I saw on the trail/walking path near Lake Chelan River Reach,Negative ID,0
"Sitting on fence face, quite large all over",Negative ID,0
Found in my Yellow Jacket Trap which has been hanging on my apple tree for three weeks,Negative ID,0
Saw one on the 26th also same location. 2pm on Sat and 10 am Sunday Lake McMurry,Negative ID,0
Drowned in my cooler. It is soaking wet in picture.,Negative ID,0
Found in vehicle grill,Negative ID,0
"Saw in my yard while watering, appears to be1.5 inches long.",Negative ID,0
"The insect flew around the lit balcony, repeatedly running into and landing on the glass windows over the course of 10 minutes as of the time of the report.",Negative ID,0
"On patio 408 Canyon Place, Wentachee",Negative ID,0
Attached to the doorway’s net used to prevent bugs and insects from entering the home.,Negative ID,0
"The insect’s wings may not have been working. It was crawling toward a lavender bush. The legs seem to be much bigger than images of other murder hornets, but it’s markings are hornet like. It was easily over an inch long.",Negative ID,0
Saw and captured 1 while trimming doug fir trees,Negative ID,0
Found this one in a bucket at the front door,Negative ID,0
It was laying in the ground out at Semiahmoo spit on trail to the beach by the old sewer treatment plant.,Negative ID,0
"Hovering, grabbing honey bees, biting them.",Negative ID,0
"Found back half of a large bug in my driveway and snapped a picture next to my hand for scale bc I was very surprised by the size - not sure if it belongs to one of the Murder Hornets, but hope this is helpful!",Negative ID,0
Maybe not? Haven’t seen this guy around before.,Negative ID,0
"Found it dead on our sidewalk, we have it in our garage",Negative ID,0
A few days later my husband trapped it in this sandwich bag. It has been in the sandwich bag for over a week and is still alive.,Negative ID,0
I found this last night.  I still have it.,Negative ID,0
"1.5-2 inches long, all black with one small yellow marking on its body. Long wings. Looks like it was trying to eat a spider. Probably not Asian wasp, due to the lack of yellow head but after it was smushed with a shoe, it had a giant opening where it’",Negative ID,0
"mostly black with orange patches similar to picture but very long stinger. never seen one before, but flew at me aggressively and landed on me. my neighbor was 70' away from me and he could see it clearly. about 2"" long, but none of the pictures i've see",Negative ID,0
See photo,Negative ID,0
Pic enclosed,Negative ID,0
Please advise if this is a wood wasp- not the Giant Asian hornet. Loc 8176 NE Loughrey Ave Indianola WA 98342,Negative ID,0
Found dead in my driveway,Negative ID,0
I was outside my balcony with the light on till I saw something flying to me and I quickly moved away and went inside my kitchen window,Negative ID,0
1.25+ in length. Digging hole. Terminated by tennis racket. Have most of body.,Negative ID,0
Found in my car,Negative ID,0
This was on our window and kids are convinced we have Asian killer hornets.,Negative ID,0
From pictures ive looked at it probably isnt one of the hornets but fairly big and havent seen one before.,Negative ID,0
Inch and a half long. Looks just like other pictures of murder hornets. Was unable to catch.,Negative ID,0
"Bee/hornet was alive and I got very close.  Estimated 1"" head to tail.  Wing tips were about 1.25"" tip to tip in position shown.  Found on Vashon Island, WA",Negative ID,0
"Have seen and killed multiple. Most seem around 2"".",Negative ID,0
We saw this on our way down from a hike in the Chuckanuts. It was the largest hornet I've seen and the head was crushed so it was hard to see whether it had a yellow head. I'm thinking it might be an elm sawfly but I thought we would report it anyway.,Negative ID,0
Found in garden,Negative ID,0
I found this specimen on our kitchen floor. It was already dead. I have seen yellow jackets around but none like this and none as big as this one.,Negative ID,0
Large hornet chasing another bee on laurel bush.  Photo is blurry. Largest hornet I have ever seen.,Negative ID,0
Is this an Asian Hornet,Negative ID,0
Flew into our home and landed in a window. It appears to possibly be a different type. But I’m unsure.,Negative ID,0
on flowers,Negative ID,0
Not sure what this is but thought I would check,Negative ID,0
Not sure as we don’t want to get too close (I am allergic) but this is in our house now on our ceiling.,Negative ID,0
Found in our above ground pool. Still alive at the time.,Negative ID,0
Extremely large body and stinger,Negative ID,0
Found this dead in my house. I’m not even sure if it’s a hornet or moth but thought it would be good to check.,Negative ID,0
Flying low around back yard. Killed in dirt. Face is yellow.,Negative ID,0
"No known bee nests in area (trap in video is for deck purposes). Bug in video was hitting glass repeatedly, with loud clicking noise (not soft like moths make). Returned to area shortly after video was shot, repeated behavior. Video shot around 10:30pm,",Negative ID,0
Description did not match however length of insect and stinger were unique as I have never seen its like.,Negative ID,0
Today in Coulee City.,Negative ID,0
Does not natch photos but very large for here.  Found in water trough.,Negative ID,0
Think i caught one. Its alive now.,Negative ID,0
"I am not sure if this is one, but I have never seen a bee like this.",Negative ID,0
"Port Angeles, WA",Negative ID,0
"Found this specimen at Twin Falls Hydro on the south fork of the Snoqualmie river at I-90 exit 38.  My son works there.  It bug was next to the dumpster and was not able to fly.  We killed it with a 2x4, so it looks a little squished in the abdomen and i",Negative ID,0
Captured one in puyallup!,Negative ID,0
"Over an inch long. I have single-paned windows and I only noticed my window thumping because I thought it was wind. It was this bug flying into the window repeatedly. I thought the time of day was strange, along with it’s size. It was not not skinny.",Negative ID,0
Found at family farm in freeland wa,Negative ID,0
This is the second one I have found.  I have the be. It is dried. I collected it after I stunned it.,Negative ID,0
Was driving through Parkland Washington and it hit the windshield as I was doing about 30mph. It stayed on the hood of my truck for about 3 miles at 35mph. Drove to my nearest pest agent and they had no body there that could get it off my hood. At that t,Negative ID,0
I live close (N 48.660139 W -123.396815) and parallel to San Juan Island.  I was able to capture this clip (attached) from my security camera. This is the second time I've seen one of these.  It is easier to see details if you view screen-by-screen.  I h,Negative ID,0
Found in my front yard,Negative ID,0
No clue if this is the right thing.  But it says submit anyways.  Aslo it was found underground and it was cut in half with a shovel.,Negative ID,0
Seen feeding on flowers from mint plants,Negative ID,0
I have no idea what this is. But it’s huge and I found it in my fireplace. Could be a carpenter bee. It’s dead. It didn’t attack me. But should I be concerned for more?,Negative ID,0
"Caught this in a regular yellowjacket trap, but have not seen this before. (I know it is not AGH). Can you tell me what it is?",Negative ID,0
As noted...this dates back to 2015...but it sure looks like the hornet,Negative ID,0
"Was found near some plantings, I was able to swat it and capture it.  In Eastsound, on Orcas Island.",Negative ID,0
I think it is a paper wasp but submitting just in case,Negative ID,0
"Noted on flower, approximately 1-1.5 inches long, stinger observed.",Negative ID,0
My Mom found this bee in our yard today. She said it was already dead when she found it.,Negative ID,0
Noticed 3 of these insects on the flowers of my mint plant,Negative ID,0
"This is the second one we’ve found in our garage.  We live in Moses Lake.  It looks like a hornet, but I don’t see any wings.  It is way bigger than any bee or hornet we’ve ever seen.",Negative ID,0
I have theses  Hornets on my property have seen about 12 this weekend,Negative ID,0
My husband smashed him with a shovel so this is the best I can do.,Negative ID,0
We saw these giant insects and wondered if they are the killer hornets. Some friends on FB think they are just giant bumblebees. I'd sure like to know! We live in Shelton WA.,Negative ID,0
I was washing my travel trailer and when I was washing the A/C unit cover this fell out of the grill. I realize the color may not be correct but I don't know how long it has been there.  I provided a picture on the quarter for sizing.,Negative ID,0
"We live in Vancouver Wa, The wasp was in our  driveway, this date around 2:00PM...80 plus degrees. He appeared to have fallen from my basketball hoop, and we slowly flying in a circle, I swatted and knocked him down due to our grandkids near by, I took a",Negative ID,0
Found  in pool,Negative ID,0
"saw several in various ""larger"" sizes aggressively swarming around other bees in my yard",Negative ID,0
"Found on my windshield of my truck, it was still alive when I caught it!",Negative ID,0
Seen going into a hole in the ground.,Negative ID,0
Large wasp or hornet near mint in our garden. Will attempt to trap it. Difficult to identify since it is not trapped.,Negative ID,0
Caught in web,Negative ID,0
"This is probably nothing, but noted this wasp-like insect due to the unusually loud buzzing.   I did not note a striped appearance on the body due to the wings being folded over its back, but it seemed to have barred legs and prominent ?antenna(e).  Thou",Negative ID,0
"Photo taken August of 2013 at Moran State Park. Massive hornet/wasp whose stinger was close to an inch long. In the photo the stinger is kind of hidden behind the wing, but the stinger extends past it a bit.",Negative ID,0
Wacked him with my shoe ...nice shot,Negative ID,0
It was flying and sitting on my porch,Negative ID,0
"She found it on her back porch in Colton, WA, right behind the Colton High School. She said it was kind of lethargic and she sprayed it with wasp spray",Negative ID,0
"This is the cicada killer, either Sphecius grandis or Sphecius convallis.",Negative ID,0
Saw it laying in yard. Put it in a jar. About 1 inch long,Negative ID,0
"Hello, please see the attached picture for what we think is an asian giant hornet. We've witnessed other bees attacking it. We also had a bees nest that seems to have been abandoned. We've seen this - what we assume to be an asian giant hornet - a couple",Negative ID,0
I believe I have the hernet's nest.  I saw them flying around my yard last summer.  What should I do?,Negative ID,0
My neighbor captured a hornet in a plastic container and brought to me to discuss. I’ve attached picture. Neighbor still has the hornet if you want to collect and confirm identification.,Negative ID,0
"Was a little over an inch long clinging to the window glass. I'm allergic to bees so I didn't get a good picture of the top, just the underside",Negative ID,0
We found it in our pool so it is very dark from the water but there is a lot of orange on it. I have it in a bag if you need it.,Negative ID,0
Large two and a half inches long stinger,Negative ID,0
Found dead on deck. Don’t believe it’s the Asian hornet but I have never seen an insect like this before.,Negative ID,0
Live specimen obtained in 98103,Negative ID,0
Black face. We have it captured alive if you want it,Negative ID,0
Northbound I-5 by the custer rest area hit my windshield the head stayed attached to my wiper the body flew off,Negative ID,0
I submitted a report just a few minutes ago but the photos had an error uploading. Im just sending to include photos for the report already submitted.,Negative ID,0
may be bald-faced hornet. More white than yellow. Very big.,Negative ID,0
We saw this hanging out on our shed.  We think it might be a yellow jacket but it was abnormally large.  Since we're not insect experts we decided to send it in just in case.,Negative ID,0
"We had two little starter bee hives on the roof up until a week ago. They have completely disappeared. Not sure if it’s the specimen you’re looking for, but thought I’d report it anyway.",Negative ID,0
We were told to report this as people thought it was an asain hornet,Negative ID,0
There were two together.,Negative ID,0
"Loud, trying to climb grass blades but weighing them down instead. Only one, about 2 inches long, yellow legs.",Negative ID,0
Observed trapped by spider web,Negative ID,0
"Sorry, just reported & now I think it's a digger hornet",Negative ID,0
1-6” long,Negative ID,0
Seen in Clinton WA.  Is this the murder hornet?,Negative ID,0
I am not sure if this is one.,Negative ID,0
Unsure what it is found it dead on the pavement. There is a quarter in the photos for reference.,Negative ID,0
Found swimming in my dogs kiddie pool. Trapped in a lidded jar where it is dying.,Negative ID,0
We have what seems to be several nest of these in the ground in our garden area. The hornets are huge.,Negative ID,0
"Not sure ,but it looks like one and the size is very close",Negative ID,0
not sure if this is one. but in case it is. Saw it at Bayview farm and garden nursery on Whidbey Island,Negative ID,0
"I saw 2 about 100 yards from eachother. They were about the size of my entire finger. One landed on the fence and it had a big stinger that it looked like it was cleaning or something. I took some pictures, but it was really bright and they aren't very g",Negative ID,0
"Hornet is live in jar, caught found attacking a honey bee",Negative ID,0
They are in our backyard. I have never seen these before til this year. Photo shows normal wasp on left and giant hornet on right-hard to get a photo-.,Negative ID,0
This insect was large enough to trigger home security camera. An established bee/wasp? best that was located on the branch of a dead pine tree fell to the ground this summer as if something attacked it. There's a small area on my property that has overgr,Negative ID,0
Found on ground next to my shop,Negative ID,0
scared the hell out of me,Negative ID,0
"I believe I have an underground nest of these hornets in my back yard.  I noticed after disturbing it while mowing.  I do not intend to get close enough to get a photos, but there is a distinct orange coloring to these bees.",Negative ID,0
Found on Target Lynnwood parking lot,Negative ID,0
it appears to have a nest in a rhodie  stump outside our building. It is very orange and much larger than the normal bees/wasps that were flying around.,Negative ID,0
It was lodged between my headlight and bumper on my ford focus wagon,Negative ID,0
"I have more pictures of the murder hornet but it will only let me upload the one, if you’d like more please shoot me an email and I’ll get them to you. I have seen a murder hornet on THREE separate occasions. One at beaver bay campground outside of c",Negative ID,0
We saw a huge bee and were not sure if it was a murder hornet as we have never seen that big of a wasp/hornet/bee.  It was about and inch and a quarter to an inch and half long.  It was so mad when my husband was trying to kill it.  We were on a beach ac,Negative ID,0
We live on the coast and are familiar with the bees and wasps in our area. We are outside most of the day until night. We kept remarking about a strange huge bee buzzing around that was orange and we’ve never seen before. I have no picture but will try,Negative ID,0
We saw this hornet/wasp on a root crossing our trail on Cypress Island.  It was right at the trail head to Eagle Cliff.,Negative ID,0
"The images I am attaching are from last summer. (Aug 2019) These were ground-burrowing insects. Images are poor (cell phone) quality, taken from a distance of several feet away. Lat/Long is from google maps; it is my parents-in-law's back yard.",Negative ID,0
Large hornet similar in shape and color to Asian hornet cane through my sun roof and landed on my lap.,Negative ID,0
Trapped this creature accidentally between my window screen and window.,Negative ID,0
Saw this what I believe is an Asian Giant Hornet on our walkway. My wife sprayed it with bug spray and stunned it. We then captured it in a jar.,Negative ID,0
I'm not sure of it's one of them Asian hornets or not but I know I ran it over with a forklift,Negative ID,0
